step,error
0,No more individual to be mutated
1,C (Mutation error)
1,No more individual to be mutated
2,C#C (Mutation error)
2,CC (Mutation error)
2,C (Mutation error)
2,No more individual to be mutated
2,No replacement occured
3,CC (Mutation error)
3,No more individual to be mutated
4, (Mutation error)
4,C (Mutation error)
4,No more individual to be mutated
5,C=C (Mutation error)
5, (Mutation error)
5,C#C (Mutation error)
5,CC (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6,CCCCCC (Mutation error)
6,CCCC(C)C (Mutation error)
6, (Mutation error)
6,CC (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7,C1=CC1 (Mutation error)
7,C#CC (Mutation error)
7,C=C (Mutation error)
7,CC (Mutation error)
7,CCC (Mutation error)
7, (Mutation error)
7,CCCCCC (Mutation error)
7,CC=CC (Mutation error)
7,C=CCC (Mutation error)
7,CC#CCC (Mutation error)
7,C (Mutation error)
7,No more individual to be mutated
8,C1=CCCC1 (Mutation error)
8,CC (Mutation error)
8,C#C (Mutation error)
8,CCC (Mutation error)
8, (Mutation error)
8,C=C (Mutation error)
8,CC1CC1 (Mutation error)
8,CC(C)C (Mutation error)
8,CCC(C)(C)C (Mutation error)
8,CC=CC (Mutation error)
8,C=CCC (Mutation error)
8,C1CC1 (Mutation error)
8,CCC(C)C (Mutation error)
8,CCC(C)CC (Mutation error)
8,C (Mutation error)
8,No more individual to be mutated
9,C1=CC1 (Mutation error)
9,CC (Mutation error)
9,C#C (Mutation error)
9,CCC (Mutation error)
9, (Mutation error)
9,CCCCC (Mutation error)
9,CCCC (Mutation error)
9,C=C (Mutation error)
9,CC1CC1 (Mutation error)
9,C=CCC (Mutation error)
9,C1#CC1 (Mutation error)
9,CC#CC (Mutation error)
9,C#CC (Mutation error)
9,C1CC1 (Mutation error)
9,CCC(C)C (Mutation error)
9,C=CC (Mutation error)
10,C1=CC1 (Mutation error)
10,C1=CCCC1 (Mutation error)
10,C#C (Mutation error)
10,C1CC1 (Mutation error)
10,C#CC (Mutation error)
10,CC (Mutation error)
10,CC=CC (Mutation error)
10,CC(C)C (Mutation error)
10,CCC (Mutation error)
10,CCC(C)C (Mutation error)
10,CCCC(C)C (Mutation error)
10,C=C (Mutation error)
10,CCCC (Mutation error)
10, (Mutation error)
10,CCC(C)CC (Mutation error)
11,CC1=CC1 (Mutation error)
11,CCC1=CC1 (Mutation error)
11,C1=CCCC1 (Mutation error)
11,CCCC1=CC1 (Mutation error)
11,CC1CC1 (Mutation error)
11,CCC(C)CC (Mutation error)
11,C1CC1 (Mutation error)
11,CCCC(C)C (Mutation error)
11,CC(C)C (Mutation error)
12,C1=CC1 (Mutation error)
12,CC1=CC1 (Mutation error)
12,C1=CCC1 (Mutation error)
12,CCC(C)C (Mutation error)
12,C1CC1 (Mutation error)
12,C#CC (Mutation error)
13,C1=CC1 (Mutation error)
13,CC1=C=C1 (Mutation error)
13,CC1=CC#C1 (Mutation error)
13,CC1=CCC1 (Mutation error)
13,CC1=C=CC1 (Mutation error)
13,CCC1=CC1 (Mutation error)
14,C1=CC1 (Mutation error)
14,C1=CCC1 (Mutation error)
14,C1#CC=C1 (Mutation error)
14,CC1=C=C1 (Mutation error)
14,CC1C=CC1 (Mutation error)
15,C1=CC1 (Mutation error)
15,C1=CCC1 (Mutation error)
15,CC1C=CC1 (Mutation error)
16,C1=CC1 (Mutation error)
16,C1#CC=C1 (Mutation error)
16,C1=C2CC=12 (Mutation error)
16,C1=CCC=1 (Mutation error)
16,CC1=CC1 (Mutation error)
16,CC1=C=C1 (Mutation error)
16,CC1=CC1C (Mutation error)
16,CC1=CC#C1 (Mutation error)
16,CC1=C=CC1 (Mutation error)
16,CC1C2=C=C21 (Mutation error)
16,CC1=CCC1 (Mutation error)
16,CCC1=C=C1 (Mutation error)
16,CCC1=CC1 (Mutation error)
17,C1=C2CC=12 (Mutation error)
17,CC1=CC1 (Mutation error)
17,C1=CCC=1 (Mutation error)
17,C1#CC=C1 (Mutation error)
17,C1=CCC1 (Mutation error)
17,C1C2=C1C2 (Mutation error)
17,CC1=CC1C (Mutation error)
17,C1=C2CC=1C2 (Mutation error)
17,C1=C2CC1C2 (Mutation error)
17,CC1C2=C=C21 (Mutation error)
17,CC1=CCC1 (Mutation error)
17,CC1C2=C1C2 (Mutation error)
17,CC1=C=CC1 (Mutation error)
17,CCC1=C=C1 (Mutation error)
17,CCC1=CC1 (Mutation error)
17,CC1C2=C=C1C2 (Mutation error)
18,C=C1C=C1C (Mutation error)
18,CC1=C2CCC=C12 (Mutation error)
18,C1=CCC1 (Mutation error)
18,C1=CCC=1 (Mutation error)
18,C1=C2CC=12 (Mutation error)
18,C1C2=C1C2 (Mutation error)
18,C1=C2CC12 (Mutation error)
18,C1=C=CC=1 (Mutation error)
18,CC1=CC1 (Mutation error)
19,C=C1C=C1C (Mutation error)
19,C1=CC1 (Mutation error)
19,C1=CC=1 (Mutation error)
19,C1C2=C1C2 (Mutation error)
19,C1=CCC=1 (Mutation error)
19,CC1C=C1 (Mutation error)
19,CC1=C=C1 (Mutation error)
19,CC1=CC1 (Mutation error)
19,C1=C2CC1C2 (Mutation error)
19,CC1=CC1C (Mutation error)
19,C1=C2CC=1C2 (Mutation error)
19,CC1=C=C1C (Mutation error)
20,C1=CC2=C3C(=C3CCC2)C1 (Mutation error)
20,CC=C1C(C)=C1C (Mutation error)
20,C1=CC=1 (Mutation error)
20,C1=CC1 (Mutation error)
20,CC1=CC1 (Mutation error)
20,C1=C2CC12 (Mutation error)
20,C1=CCC=1 (Mutation error)
20,CC1C=C1 (Mutation error)
20,C1C2=C1C2 (Mutation error)
20,C1#CC=C1 (Mutation error)
20,C1=C2CC=12 (Mutation error)
20,C1=CCC1 (Mutation error)
20,CC1=CC1C (Mutation error)
20,CC1=C(C)C1 (Mutation error)
20,C1=C2CC=1C2 (Mutation error)
20,CC1=C=C1C (Mutation error)
21,C1=CC2=C3C(=C3CCC2)C1 (Mutation error)
21,CC1=C2C=C2CC1 (Mutation error)
21,CC1=C2CC=C12 (Mutation error)
21,CC1=C2CCC=C12 (Mutation error)
22,CC1=C2C=C2C1 (Mutation error)
22,CC1=C=C2C=C2C1C (Mutation error)
22,C=C1C=C1C (Mutation error)
22,CC1=C2CCC=C12 (Mutation error)
23,CC1C=C2C=C21 (Mutation error)
24,CC1C=C2C=C21 (Mutation error)
24,CC1=C2C=C12 (Mutation error)
24,CCC1CC=C2C=C2C1 (Mutation error)
24,CC1=C2C=C2CC1 (Mutation error)
25,C1=C2C=C12 (Mutation error)
25,CC1C=C2C=C21 (Mutation error)
26,C1=C2C=C12 (Mutation error)
26,Cc1c2c3cc-3c1-2 (Mutation error)
26,C1=CC2=C3C(=C3CCC2)C1 (Mutation error)
26,CC1C=C2C=C2C1 (Mutation error)
26,C12=C3C1=C23 (Mutation error)
26,C1=CC2=C3C(=C3CCC2)CC1 (Mutation error)
26,CC1=C2C=C12 (Mutation error)
26,C1C2=C3C1=C23 (Mutation error)
26,Cc1c2c3c(C(C)C)c-3c1-2 (Mutation error)
26,CC1=CC1=C1CC1 (Mutation error)
27,C1=C2C=C1C2 (Mutation error)
27,C12=C3C1=C23 (Mutation error)
28,C1=C2C=C12 (Mutation error)
28,C1=C2C=C1C2 (Mutation error)
28,C1=C2C=C2C1 (Mutation error)
28,CC1C=C2C=C21 (Mutation error)
28,C1=CC2=C3C(=C3CCC2)C1 (Mutation error)
28,C12=C3C1=C23 (Mutation error)
29,C1=C2C=C12 (Mutation error)
29,C1=C2C3=C4C(=C4CCC23)C1 (Mutation error)
29,C12=C3C1=C23 (Mutation error)
30,C1=C2C=C12 (Mutation error)
30,Cc1c2c3cc-3c1-2 (Mutation error)
30,C1=C2C=C2C1 (Mutation error)
30,CC1C=C2C=C21 (Mutation error)
30,CCC1C=C2C=C21 (Mutation error)
31,C1=C2C=C12 (Mutation error)
31,Cc1c2c3cc-3c1-2 (Mutation error)
31,Cc1c2c3cc-3c1C2 (Mutation error)
32,C1=C2C=C12 (Mutation error)
32,C1=C2C=C1C2 (Mutation error)
32,Cc1c2c3cc-3c1C2 (Mutation error)
32,C1=C2C=C2C1 (Mutation error)
32,C1=C2C=C3C4=C(C2)C34C1 (Mutation error)
33,C1=C2C=C12 (Mutation error)
33,C1=C2C=C1C2 (Mutation error)
33,C1=C2C=C2C1 (Mutation error)
33,C1=C2C=C3C(=CC2)C3C1 (Mutation error)
33,C1=C2C=C2CC1 (Mutation error)
34,C1=C2C=C12 (Mutation error)
34,c1c2c3c4c(c1-2)C3C4 (Mutation error)
34,Cc1c2c3cc-3c1C2 (Mutation error)
34,C1=C2C=C2C1 (Mutation error)
34,CC1C2=CCC3=CC3=C21 (Mutation error)
34,C1=C2C=C3C4=C(C2)C34C1 (Mutation error)
35,C1=C2C=C12 (Mutation error)
35,C1=C2C=C1C2 (Mutation error)
36,C1=C2C=C12 (Mutation error)
36,CC1c2cc3cc-3c21 (Mutation error)
36,CC1=C2CC(=C3C=C13)C2 (Mutation error)
37,C1=C2C=C12 (Mutation error)
37,C1=C2C=C1C2 (Mutation error)
38,C=C1C2=CC1=C2 (Mutation error)
38,C1=C2C=C12 (Mutation error)
38,Cc1c2c3cc-3c1-2 (Mutation error)
38,C1=C2C=C1C2 (Mutation error)
38,Cc1c2c3cc-3c1C2 (Mutation error)
38,C1=C2C=C2C1 (Mutation error)
39,C1=C2C=C12 (Mutation error)
39,CC1C2=CC3=CC3=C1C2 (Mutation error)
39,CC1c2cc3cc-3c21 (Mutation error)
40,C=C1C2=CC1=C2 (Mutation error)
40,C1=C2C=C12 (Mutation error)
40,CC1C2=CC3=CC3=C1C2 (Mutation error)
40,CC12c3c4cc-4c1c32 (Mutation error)
40,CC1c2cc3cc-3c21 (Mutation error)
41,C1=C2C=C12 (Mutation error)
41,Cc1c2c3cc-3c1-2 (Mutation error)
41,C1=C2C=C1C2 (Mutation error)
42,C1=C2C=C12 (Mutation error)
42,CC1C2=CC3=CC3=C1C2 (Mutation error)
42,CC=C1C=C2C=C12 (Mutation error)
43,c1cc2c3c-2c1C3 (Mutation error)
43,C=C1C2=CC1=C2 (Mutation error)
43,C1=C2C=C12 (Mutation error)
43,CC=C1C=C2C=C12 (Mutation error)
43,C=C1C=C2C(C)=C12 (Mutation error)
43,c1c2c3c4c(c1-2)C34 (Mutation error)
43,Cc1c2c3cc-3c1-2 (Mutation error)
44,CCc1c2cccc1-2 (Mutation error)
44,c1cc2c3c-2c1C3 (Mutation error)
44,C=C1C2=CC1=C2 (Mutation error)
44,C1=C2C=C12 (Mutation error)
44,CC=C1C=C2C=C12 (Mutation error)
44,CCC1=C=C2C=C3C2=C13 (Mutation error)
45,Cc1c2cccc1-2 (Mutation error)
45,c1cc2c3c(c1)C23 (Mutation error)
45,c1cc2c3c-2c1C3 (Mutation error)
45,C1=C2C=C12 (Mutation error)
45,CC=C1C=C2C=C12 (Mutation error)
45,Cc1ccc2c3c1C23 (Mutation error)
45,CC1=C=C2C=C3C1=C23 (Mutation error)
46,CCc1c2cccc1-2 (Mutation error)
46,C1=C2C=C3C(=C23)C1 (Mutation error)
46,C=C1C2=CC1=C2 (Mutation error)
46,C1=C2C=C12 (Mutation error)
